n,Mint price,Contribution to pool,Contribution to cause,Pool size,Binomial probability,Investor 1,,Investor 3,,,Investor 6,Investor 7,Investor 8,Investor 9,Investor 10,Investor 11,Investor 12,Investor 13,Investor 14,Investor 15,Investor 16,Investor 17,Investor 18
311,0.02296394256,0.018371,0.004593,3.110306,0.7039487474,-0.285333,-0.243007,-0.198369,-0.151385,-0.102029,-0.050282,0.003869,0.060431,0.119404,0.180784,0.244558,0.310711,0.379221,0.450060,0.523198,0.598600,0.676225,0.756031
312,0.02299530825,0.018396,0.004599,3.128702,0.7051051976,-0.289932,-0.247606,-0.202968,-0.155984,-0.106628,-0.054882,-0.000730,0.055832,0.114805,0.176185,0.239959,0.306112,0.374621,0.445461,0.518599,0.594001,0.671626,0.751432
313,0.02302628943,0.018421,0.004605,3.147123,0.7062571304,-0.294537,-0.252212,-0.207573,-0.160589,-0.111234,-0.059487,-0.005336,0.051226,0.110200,0.171579,0.235354,0.301507,0.370016,0.440856,0.513994,0.589396,0.667021,0.746827
314,0.02305688898,0.018446,0.004611,3.165569,0.7074045635,-0.299149,-0.256823,-0.212185,-0.165201,-0.115845,-0.064098,-0.009947,0.046615,0.105588,0.166968,0.230742,0.296895,0.365405,0.436244,0.509383,0.584784,0.662409,0.742215
315,0.02308710977,0.018470,0.004617,3.184039,0.7085475144,-0.303766,-0.261440,-0.216802,-0.169818,-0.120462,-0.068716,-0.014564,0.041998,0.100971,0.162351,0.226125,0.292278,0.360787,0.431627,0.504765,0.580167,0.657792,0.737598
316,0.0231169547,0.018494,0.004623,3.202532,0.7096860007,-0.308389,-0.266064,-0.221425,-0.174441,-0.125086,-0.073339,-0.019188,0.037374,0.096348,0.157727,0.221502,0.287655,0.356164,0.427004,0.500142,0.575543,0.653169,0.732974
317,0.02314642666,0.018517,0.004629,3.221049,0.7108200397,-0.313019,-0.270693,-0.226055,-0.179071,-0.129715,-0.077968,-0.023817,0.032745,0.091718,0.153098,0.216872,0.283025,0.351535,0.422374,0.495513,0.570914,0.648539,0.728345
318,0.02317552859,0.018540,0.004635,3.239590,0.711949649,-0.317654,-0.275328,-0.230690,-0.183706,-0.134350,-0.082603,-0.028452,0.028110,0.087083,0.148463,0.212237,0.278390,0.346900,0.417739,0.490877,0.566279,0.643904,0.723710
319,0.02320426338,0.018563,0.004641,3.258153,0.7130748456,-0.322295,-0.279969,-0.235331,-0.188347,-0.138991,-0.087244,-0.033093,0.023469,0.082442,0.143822,0.207596,0.273749,0.342259,0.413098,0.486237,0.561638,0.639263,0.719069
320,0.02323263399,0.018586,0.004647,3.276739,0.714195647,-0.326941,-0.284616,-0.239977,-0.192993,-0.143638,-0.091891,-0.037740,0.018822,0.077796,0.139175,0.202950,0.269103,0.337612,0.408452,0.481590,0.556992,0.634617,0.714423
321,0.02326064334,0.018609,0.004652,3.295348,0.7153120703,-0.331593,-0.289268,-0.244629,-0.197645,-0.148290,-0.096543,-0.042392,0.014170,0.073144,0.134523,0.198298,0.264451,0.332960,0.403800,0.476938,0.552339,0.629965,0.709770
322,0.02328829438,0.018631,0.004658,3.313978,0.7164241325,-0.336251,-0.293925,-0.249287,-0.202303,-0.152947,-0.101201,-0.047049,0.009513,0.068486,0.129866,0.193640,0.259793,0.328302,0.399142,0.472280,0.547682,0.625307,0.705113
323,0.02331559008,0.018652,0.004663,3.332631,0.7175318507,-0.340914,-0.298588,-0.253950,-0.206966,-0.157611,-0.105864,-0.051713,0.004849,0.063823,0.125202,0.188977,0.255130,0.323639,0.394479,0.467617,0.543019,0.620644,0.700450
324,0.02334253337,0.018674,0.004669,3.351305,0.7186352419,-0.345583,-0.303257,-0.258619,-0.211635,-0.162279,-0.110532,-0.056381,0.000181,0.059154,0.120534,0.184308,0.250461,0.318971,0.389810,0.462949,0.538350,0.615975,0.695781
325,0.02336912724,0.018695,0.004674,3.370000,0.719734323,-0.350256,-0.307931,-0.263292,-0.216308,-0.166953,-0.115206,-0.061055,-0.004493,0.054481,0.115860,0.179635,0.245788,0.314297,0.385137,0.458275,0.533676,0.611302,0.691107
326,0.02339537464,0.018716,0.004679,3.388716,0.7208291108,-0.354936,-0.312610,-0.267971,-0.220988,-0.171632,-0.119885,-0.065734,-0.009172,0.049802,0.111181,0.174956,0.241108,0.309618,0.380457,0.453596,0.528997,0.606623,0.686428
327,0.02342127855,0.018737,0.004684,3.407453,0.7219196221,-0.359620,-0.317294,-0.272656,-0.225672,-0.176316,-0.124569,-0.070418,-0.013856,0.045117,0.106497,0.170271,0.236424,0.304934,0.375773,0.448912,0.524313,0.601938,0.681744
328,0.02344684195,0.018757,0.004689,3.426211,0.7230058736,-0.364309,-0.321983,-0.277345,-0.230361,-0.181006,-0.129259,-0.075108,-0.018546,0.040428,0.101807,0.165582,0.231735,0.300244,0.371084,0.444222,0.519624,0.597249,0.677055
329,0.02347206781,0.018778,0.004694,3.444989,0.7240878819,-0.369004,-0.326678,-0.282040,-0.235056,-0.185700,-0.133953,-0.079802,-0.023240,0.035734,0.097113,0.160888,0.227040,0.295550,0.366389,0.439528,0.514929,0.592554,0.672360
330,0.02349695912,0.018798,0.004699,3.463786,0.7251656636,-0.373703,-0.331377,-0.286739,-0.239755,-0.190399,-0.138652,-0.084501,-0.027939,0.031034,0.092414,0.156188,0.222341,0.290851,0.361690,0.434828,0.510230,0.587855,0.667661
331,0.02352151885,0.018817,0.004704,3.482603,0.7262392352,-0.378407,-0.336082,-0.291443,-0.244459,-0.195104,-0.143357,-0.089206,-0.032644,0.026330,0.087709,0.151484,0.217637,0.286146,0.356986,0.430124,0.505526,0.583151,0.662957
332,0.02354574999,0.018837,0.004709,3.501440,0.7273086132,-0.383116,-0.340791,-0.296152,-0.249168,-0.199813,-0.148066,-0.093915,-0.037353,0.021621,0.083000,0.146775,0.212928,0.281437,0.352277,0.425415,0.500816,0.578442,0.658247
333,0.02356965552,0.018856,0.004714,3.520296,0.728373814,-0.387830,-0.345505,-0.300866,-0.253882,-0.204527,-0.152780,-0.098629,-0.042067,0.016907,0.078286,0.142061,0.208214,0.276723,0.347563,0.420701,0.496102,0.573728,0.653533
334,0.02359323842,0.018875,0.004719,3.539170,0.7294348537,-0.392549,-0.350223,-0.305585,-0.258601,-0.209245,-0.157499,-0.103347,-0.046785,0.012188,0.073568,0.137342,0.203495,0.272004,0.342844,0.415982,0.491384,0.569009,0.648815
335,0.02361650168,0.018893,0.004723,3.558063,0.7304917488,-0.397272,-0.354947,-0.310308,-0.263324,-0.213969,-0.162222,-0.108071,-0.051509,0.007465,0.068844,0.132619,0.198772,0.267281,0.338121,0.411259,0.486661,0.564286,0.644092
336,0.02363944826,0.018912,0.004728,3.576975,0.7315445155,-0.402000,-0.359674,-0.315036,-0.268052,-0.218697,-0.166950,-0.112799,-0.056237,0.002737,0.064116,0.127891,0.194044,0.262553,0.333393,0.406531,0.481933,0.559558,0.639364
337,0.02366208115,0.018930,0.004732,3.595905,0.7325931697,-0.406733,-0.364407,-0.319769,-0.272785,-0.223429,-0.171682,-0.117531,-0.060969,-0.001996,0.059384,0.123158,0.189311,0.257821,0.328660,0.401799,0.477200,0.554825,0.634631
338,0.02368440332,0.018948,0.004737,3.614852,0.7336377276,-0.411469,-0.369144,-0.324505,-0.277521,-0.228166,-0.176419,-0.122268,-0.065706,-0.006732,0.054647,0.118422,0.184574,0.253084,0.323924,0.397062,0.472463,0.550089,0.629894
339,0.02370641775,0.018965,0.004741,3.633817,0.7346782052,-0.416211,-0.373885,-0.329247,-0.282263,-0.232907,-0.181160,-0.127009,-0.070447,-0.011474,0.049906,0.113680,0.179833,0.248343,0.319182,0.392321,0.467722,0.545347,0.625153
340,0.02372812739,0.018983,0.004746,3.652800,0.7357146185,-0.420956,-0.378631,-0.333992,-0.287008,-0.237653,-0.185906,-0.131755,-0.075193,-0.016219,0.045160,0.108935,0.175088,0.243597,0.314437,0.387575,0.462976,0.540602,0.620407
341,0.02374953522,0.019000,0.004750,3.671799,0.7367469833,-0.425706,-0.383381,-0.338742,-0.291758,-0.242403,-0.190656,-0.136505,-0.079943,-0.020969,0.040410,0.104185,0.170338,0.238847,0.309687,0.382825,0.458227,0.535852,0.615658
342,0.02377064418,0.019017,0.004754,3.690816,0.7377753154,-0.430460,-0.388135,-0.343496,-0.296512,-0.247157,-0.195410,-0.141259,-0.084697,-0.025723,0.035656,0.099431,0.165584,0.234093,0.304933,0.378071,0.453472,0.531098,0.610903
343,0.02379145723,0.019033,0.004758,3.709849,0.7387996306,-0.435219,-0.392893,-0.348255,-0.301271,-0.251915,-0.200168,-0.146017,-0.089455,-0.030482,0.030898,0.094672,0.160825,0.229335,0.300174,0.373313,0.448714,0.526339,0.606145
344,0.02381197732,0.019050,0.004762,3.728899,0.7398199445,-0.439981,-0.397655,-0.353017,-0.306033,-0.256677,-0.204931,-0.150780,-0.094218,-0.035244,0.026135,0.089910,0.156063,0.224572,0.295412,0.368550,0.443952,0.521577,0.601383
345,0.02383220739,0.019066,0.004766,3.747965,0.7408362728,-0.444748,-0.402422,-0.357784,-0.310800,-0.261444,-0.209697,-0.155546,-0.098984,-0.040010,0.021369,0.085144,0.151296,0.219806,0.290645,0.363784,0.439185,0.516811,0.596616
346,0.02385215037,0.019082,0.004770,3.767046,0.7418486311,-0.449518,-0.407192,-0.362554,-0.315570,-0.266214,-0.214468,-0.160316,-0.103754,-0.044781,0.016599,0.080373,0.146526,0.215036,0.285875,0.359013,0.434415,0.512040,0.591846
347,0.02387180918,0.019097,0.004774,3.786144,0.7428570349,-0.454292,-0.411967,-0.367328,-0.320344,-0.270989,-0.219242,-0.165091,-0.108529,-0.049555,0.011824,0.075599,0.141752,0.210261,0.281101,0.354239,0.429640,0.507266,0.587071
348,0.02389118674,0.019113,0.004778,3.805257,0.7438614996,-0.459071,-0.416745,-0.372107,-0.325123,-0.275767,-0.224020,-0.169869,-0.113307,-0.054334,0.007046,0.070821,0.136973,0.205483,0.276322,0.349461,0.424862,0.502487,0.582293
349,0.02391028596,0.019128,0.004782,3.824385,0.7448620407,-0.463853,-0.421527,-0.376889,-0.329905,-0.280549,-0.228802,-0.174651,-0.118089,-0.059116,0.002264,0.066038,0.132191,0.200701,0.271540,0.344679,0.420080,0.497705,0.577511
350,0.02392910975,0.019143,0.004786,3.843528,0.7458586733,-0.468638,-0.426313,-0.381674,-0.334690,-0.285335,-0.233588,-0.179437,-0.122875,-0.063901,-0.002522,0.061253,0.127406,0.195915,0.266755,0.339893,0.415294,0.492920,0.572725
351,0.023947661,0.019158,0.004790,3.862686,0.7468514129,-0.473428,-0.431102,-0.386464,-0.339480,-0.290124,-0.238378,-0.184226,-0.127664,-0.068691,-0.007311,0.056463,0.122616,0.191125,0.261965,0.335103,0.410505,0.488130,0.567936
352,0.02396594258,0.019173,0.004793,3.881859,0.7478402745,-0.478221,-0.435895,-0.391257,-0.344273,-0.294918,-0.243171,-0.189020,-0.132458,-0.073484,-0.012105,0.051670,0.117823,0.186332,0.257172,0.330310,0.405712,0.483337,0.563143
353,0.02398395737,0.019187,0.004797,3.901046,0.7488252735,-0.483018,-0.440692,-0.396054,-0.349070,-0.299714,-0.247967,-0.193816,-0.137254,-0.078281,-0.016901,0.046873,0.113026,0.181536,0.252375,0.325513,0.400915,0.478540,0.558346
354,0.02400170823,0.019201,0.004800,3.920248,0.7498064247,-0.487818,-0.445493,-0.400854,-0.353870,-0.304515,-0.252768,-0.198617,-0.142055,-0.083081,-0.021702,0.042073,0.108226,0.176735,0.247575,0.320713,0.396115,0.473740,0.553546
355,0.02401919802,0.019215,0.004804,3.939463,0.7507837434,-0.492622,-0.450296,-0.405658,-0.358674,-0.309319,-0.257572,-0.203421,-0.146859,-0.087885,-0.026506,0.037269,0.103422,0.171931,0.242771,0.315909,0.391311,0.468936,0.548742
356,0.02403642957,0.019229,0.004807,3.958692,0.7517572444,-0.497429,-0.455104,-0.410465,-0.363481,-0.314126,-0.262379,-0.208228,-0.151666,-0.092692,-0.031313,0.032462,0.098615,0.167124,0.237964,0.311102,0.386503,0.464129,0.543934
357,0.02405340571,0.019243,0.004811,3.977935,0.7527269427,-0.502240,-0.459914,-0.415276,-0.368292,-0.318937,-0.267190,-0.213039,-0.156477,-0.097503,-0.036124,0.027651,0.093804,0.162313,0.233153,0.306291,0.381693,0.459318,0.539124
358,0.02407012926,0.019256,0.004814,3.997191,0.753692853,-0.507054,-0.464728,-0.420090,-0.373106,-0.323751,-0.272004,-0.217853,-0.161291,-0.102317,-0.040938,0.022837,0.088990,0.157499,0.228339,0.301477,0.376879,0.454504,0.534310
359,0.02408660303,0.019269,0.004817,4.016460,0.7546549903,-0.511871,-0.469546,-0.424907,-0.377923,-0.328568,-0.276821,-0.222670,-0.166108,-0.107134,-0.045755,0.018020,0.084172,0.152682,0.223522,0.296660,0.372061,0.449687,0.529492
360,0.0241028298,0.019282,0.004821,4.035742,0.7556133693,-0.516692,-0.474366,-0.429728,-0.382744,-0.333388,-0.281642,-0.227490,-0.170928,-0.111955,-0.050575,0.013199,0.079352,0.147861,0.218701,0.291839,0.367241,0.444866,0.524672
361,0.02411881236,0.019295,0.004824,4.055037,0.7565680045,-0.521516,-0.479190,-0.434552,-0.387568,-0.338212,-0.286465,-0.232314,-0.175752,-0.116779,-0.055399,0.008375,0.074528,0.143038,0.213877,0.287016,0.362417,0.440042,0.519848
362,0.02413455347,0.019308,0.004827,4.074345,0.7575189108,-0.526343,-0.484017,-0.439379,-0.392395,-0.343039,-0.291292,-0.237141,-0.180579,-0.121606,-0.060226,0.003548,0.069701,0.138211,0.209050,0.282189,0.357590,0.435215,0.515021
363,0.0241500559,0.019320,0.004830,4.093665,0.7584661025,-0.531173,-0.488847,-0.444209,-0.397225,-0.347869,-0.296122,-0.241971,-0.185409,-0.126436,-0.065056,-0.001282,0.064871,0.133381,0.204220,0.277359,0.352760,0.430385,0.510191
364,0.02416532236,0.019332,0.004833,4.112997,0.7594095943,-0.536006,-0.493680,-0.449042,-0.402058,-0.352702,-0.300955,-0.246804,-0.190242,-0.131269,-0.069889,-0.006115,0.060038,0.128548,0.199387,0.272526,0.347927,0.425552,0.505358
365,0.0241803556,0.019344,0.004836,4.132342,0.7603494006,-0.540842,-0.498516,-0.453878,-0.406894,-0.357538,-0.305791,-0.251640,-0.195078,-0.136105,-0.074725,-0.010951,0.055202,0.123712,0.194551,0.267689,0.343091,0.420716,0.500522
366,0.02419515832,0.019356,0.004839,4.151698,0.7612855357,-0.545681,-0.503355,-0.458717,-0.411733,-0.362377,-0.310630,-0.256479,-0.199917,-0.140944,-0.079564,-0.015790,0.050363,0.118873,0.189712,0.262850,0.338252,0.415877,0.495683
367,0.02420973322,0.019368,0.004842,4.171066,0.7622180141,-0.550523,-0.508197,-0.463559,-0.416575,-0.367219,-0.315472,-0.261321,-0.204759,-0.145786,-0.084406,-0.020632,0.045521,0.114031,0.184870,0.258008,0.333410,0.411035,0.490841
368,0.02422408297,0.019379,0.004845,4.190445,0.76314685,-0.555368,-0.513042,-0.468404,-0.421420,-0.372064,-0.320317,-0.266166,-0.209604,-0.150631,-0.089251,-0.025477,0.040676,0.109186,0.180025,0.253164,0.328565,0.406190,0.485996
369,0.02423821026,0.019391,0.004848,4.209835,0.7640720576,-0.560215,-0.517890,-0.473251,-0.426267,-0.376912,-0.325165,-0.271014,-0.214452,-0.155478,-0.094099,-0.030324,0.035829,0.104338,0.175178,0.248316,0.323718,0.401343,0.481149
370,0.02425211772,0.019402,0.004850,4.229237,0.7649936512,-0.565066,-0.522740,-0.478102,-0.431118,-0.381762,-0.330015,-0.275864,-0.219302,-0.160329,-0.098949,-0.035175,0.030978,0.099488,0.170327,0.243466,0.318867,0.396492,0.476298
371,0.02426580799,0.019413,0.004853,4.248650,0.7659116447,-0.569919,-0.527593,-0.482955,-0.435971,-0.386615,-0.334868,-0.280717,-0.224155,-0.165182,-0.103802,-0.040028,0.026125,0.094635,0.165474,0.238612,0.314014,0.391639,0.471445
372,0.02427928369,0.019423,0.004856,4.268073,0.7668260523,-0.574775,-0.532449,-0.487811,-0.440827,-0.391471,-0.339724,-0.285573,-0.229011,-0.170038,-0.108658,-0.044884,0.021269,0.089779,0.160618,0.233757,0.309158,0.386783,0.466589
373,0.02429254743,0.019434,0.004859,4.287507,0.7677368881,-0.579633,-0.537308,-0.492669,-0.445685,-0.396330,-0.344583,-0.290432,-0.233870,-0.174896,-0.113517,-0.049742,0.016411,0.084920,0.155760,0.228898,0.304300,0.381925,0.461731
374,0.02430560179,0.019444,0.004861,4.306952,0.7686441659,-0.584494,-0.542169,-0.497530,-0.450546,-0.401191,-0.349444,-0.295293,-0.238731,-0.179757,-0.118378,-0.054603,0.011550,0.080059,0.150899,0.224037,0.299438,0.377064,0.456869
375,0.02431844934,0.019455,0.004864,4.326407,0.7695478996,-0.589358,-0.547032,-0.502394,-0.455410,-0.406054,-0.354308,-0.300156,-0.243594,-0.184621,-0.123241,-0.059467,0.006686,0.075195,0.146035,0.219173,0.294575,0.372200,0.452006
376,0.02433109263,0.019465,0.004866,4.345871,0.7704481031,-0.594224,-0.551899,-0.507260,-0.460276,-0.410921,-0.359174,-0.305023,-0.248461,-0.189487,-0.128108,-0.064333,0.001820,0.070329,0.141169,0.214307,0.289709,0.367334,0.447140
377,0.02434353421,0.019475,0.004869,4.365346,0.7713447902,-0.599093,-0.556767,-0.512129,-0.465145,-0.415789,-0.364042,-0.309891,-0.253329,-0.194356,-0.132976,-0.069202,-0.003049,0.065461,0.136300,0.209438,0.284840,0.362465,0.442271
378,0.02435577658,0.019485,0.004871,4.384831,0.7722379746,-0.603964,-0.561638,-0.517000,-0.470016,-0.420661,-0.368914,-0.314763,-0.258201,-0.199227,-0.137848,-0.074073,-0.007920,0.060589,0.131429,0.204567,0.279969,0.357594,0.437400
379,0.02436782226,0.019494,0.004874,4.404325,0.77312767,-0.608838,-0.566512,-0.521874,-0.474890,-0.425534,-0.373787,-0.319636,-0.263074,-0.204101,-0.142721,-0.078947,-0.012794,0.055716,0.126555,0.199694,0.275095,0.352720,0.432526
380,0.02437967373,0.019504,0.004876,4.423829,0.7740138901,-0.613714,-0.571388,-0.526750,-0.479766,-0.430410,-0.378663,-0.324512,-0.267950,-0.208977,-0.147597,-0.083823,-0.017670,0.050840,0.121679,0.194818,0.270219,0.347844,0.427650
381,0.02439133345,0.019513,0.004878,4.443342,0.7748966483,-0.618592,-0.576266,-0.531628,-0.484644,-0.435288,-0.383541,-0.329390,-0.272828,-0.213855,-0.152475,-0.088701,-0.022548,0.045962,0.116801,0.189939,0.265341,0.342966,0.422772
382,0.02440280387,0.019522,0.004881,4.462864,0.7757759583,-0.623472,-0.581147,-0.536508,-0.489524,-0.440169,-0.388422,-0.334271,-0.277709,-0.218735,-0.157356,-0.093581,-0.027428,0.041081,0.111921,0.185059,0.260460,0.338086,0.417891
383,0.02441408743,0.019531,0.004883,4.482395,0.7766518334,-0.628355,-0.586030,-0.541391,-0.494407,-0.445052,-0.393305,-0.339154,-0.282592,-0.223618,-0.162239,-0.098464,-0.032311,0.036198,0.107038,0.180176,0.255578,0.333203,0.413009
384,0.02442518653,0.019540,0.004885,4.501936,0.7775242872,-0.633240,-0.590915,-0.546276,-0.499292,-0.449937,-0.398190,-0.344039,-0.287477,-0.228503,-0.167124,-0.103349,-0.037196,0.031313,0.102153,0.175291,0.250693,0.328318,0.408124
385,0.02443610358,0.019549,0.004887,4.521484,0.778393333,-0.638128,-0.595802,-0.551163,-0.504180,-0.454824,-0.403077,-0.348926,-0.292364,-0.233390,-0.172011,-0.108236,-0.042084,0.026426,0.097265,0.170404,0.245805,0.323431,0.403236
386,0.02444684094,0.019557,0.004889,4.541042,0.779258984,-0.643017,-0.600691,-0.556053,-0.509069,-0.459713,-0.407966,-0.353815,-0.297253,-0.238280,-0.176900,-0.113126,-0.046973,0.021537,0.092376,0.165514,0.240916,0.318541,0.398347
387,0.02445740098,0.019566,0.004891,4.560608,0.7801212536,-0.647908,-0.605583,-0.560944,-0.513960,-0.464605,-0.412858,-0.358707,-0.302145,-0.243171,-0.181792,-0.118017,-0.051864,0.016645,0.087485,0.160623,0.236024,0.313650,0.393455
388,0.02446778604,0.019574,0.004894,4.580182,0.7809801549,-0.652802,-0.610476,-0.565838,-0.518854,-0.469498,-0.417751,-0.363600,-0.307038,-0.248065,-0.186685,-0.122911,-0.056758,0.011752,0.082591,0.155729,0.231131,0.308756,0.388562
389,0.02447799843,0.019582,0.004896,4.599764,0.7818357012,-0.657698,-0.615372,-0.570733,-0.523750,-0.474394,-0.422647,-0.368496,-0.311934,-0.252960,-0.191581,-0.127806,-0.061654,0.006856,0.077695,0.150834,0.226235,0.303861,0.383666
390,0.02448804047,0.019590,0.004898,4.619355,0.7826879055,-0.662595,-0.620269,-0.575631,-0.528647,-0.479292,-0.427545,-0.373394,-0.316832,-0.257858,-0.196479,-0.132704,-0.066551,0.001958,0.072798,0.145936,0.221338,0.298963,0.378769
391,0.02449791442,0.019598,0.004900,4.638953,0.7835367809,-0.667495,-0.625169,-0.580531,-0.533547,-0.484191,-0.432444,-0.378293,-0.321731,-0.262758,-0.201378,-0.137604,-0.071451,-0.002941,0.067898,0.141037,0.216438,0.294063,0.373869
392,0.02450762255,0.019606,0.004902,4.658559,0.7843823403,-0.672396,-0.630071,-0.585432,-0.538448,-0.489093,-0.437346,-0.383195,-0.326633,-0.267659,-0.206280,-0.142505,-0.076352,-0.007843,0.062997,0.136135,0.211537,0.289162,0.368968
393,0.02451716712,0.019614,0.004903,4.678173,0.7852245968,-0.677300,-0.634974,-0.590336,-0.543352,-0.493996,-0.442249,-0.388098,-0.331536,-0.272563,-0.211183,-0.147409,-0.081256,-0.012746,0.058093,0.131232,0.206633,0.284258,0.364064
394,0.02452655034,0.019621,0.004905,4.697794,0.7860635632,-0.682205,-0.639879,-0.595241,-0.548257,-0.498901,-0.447155,-0.393003,-0.336441,-0.277468,-0.216088,-0.152314,-0.086161,-0.017652,0.053188,0.126326,0.201728,0.279353,0.359159
395,0.02453577442,0.019629,0.004907,4.717423,0.7868992524,-0.687112,-0.644786,-0.600148,-0.553164,-0.503809,-0.452062,-0.397911,-0.341349,-0.282375,-0.220996,-0.157221,-0.091068,-0.022559,0.048281,0.121419,0.196821,0.274446,0.354252
396,0.02454484156,0.019636,0.004909,4.737059,0.7877316772,-0.692021,-0.649695,-0.605057,-0.558073,-0.508718,-0.456971,-0.402820,-0.346258,-0.287284,-0.225905,-0.162130,-0.095977,-0.027468,0.043372,0.116510,0.191912,0.269537,0.349343
397,0.0245537539,0.019643,0.004911,4.756702,0.7885608504,-0.696932,-0.654606,-0.609968,-0.562984,-0.513628,-0.461881,-0.407730,-0.351168,-0.292195,-0.230815,-0.167041,-0.100888,-0.032378,0.038461,0.111599,0.187001,0.264626,0.344432
398,0.02456251361,0.019650,0.004913,4.776352,0.7893867845,-0.701844,-0.659519,-0.614880,-0.567896,-0.518541,-0.466794,-0.412643,-0.356081,-0.297107,-0.235728,-0.171953,-0.105800,-0.037291,0.033549,0.106687,0.182088,0.259714,0.339519
399,0.02457112282,0.019657,0.004914,4.796009,0.7902094924,-0.706759,-0.664433,-0.619795,-0.572811,-0.523455,-0.471708,-0.417557,-0.360995,-0.302022,-0.240642,-0.176868,-0.110715,-0.042205,0.028634,0.101773,0.177174,0.254799,0.334605
400,0.02457958363,0.019664,0.004916,4.815672,0.7910289866,-0.711675,-0.669349,-0.624710,-0.577727,-0.528371,-0.476624,-0.422473,-0.365911,-0.306937,-0.245558,-0.181783,-0.115631,-0.047121,0.023718,0.096857,0.172258,0.249884,0.329689
401,0.02458789813,0.019670,0.004918,4.835343,0.7918452796,-0.716592,-0.674266,-0.629628,-0.582644,-0.533288,-0.481542,-0.427391,-0.370828,-0.311855,-0.250475,-0.186701,-0.120548,-0.052039,0.018801,0.091939,0.167341,0.244966,0.324772
402,0.02459606839,0.019677,0.004919,4.855020,0.792658384,-0.721511,-0.679186,-0.634547,-0.587563,-0.538208,-0.486461,-0.432310,-0.375748,-0.316774,-0.255395,-0.191620,-0.125467,-0.056958,0.013882,0.087020,0.162422,0.240047,0.319853
403,0.02460409646,0.019683,0.004921,4.874703,0.7934683122,-0.726432,-0.684106,-0.639468,-0.592484,-0.543129,-0.491382,-0.437231,-0.380669,-0.321695,-0.260316,-0.196541,-0.130388,-0.061879,0.008961,0.082099,0.157501,0.235126,0.314932
404,0.02461198438,0.019690,0.004922,4.894392,0.7942750766,-0.731355,-0.689029,-0.644390,-0.597407,-0.548051,-0.496304,-0.442153,-0.385591,-0.326617,-0.265238,-0.201463,-0.135311,-0.066801,0.004038,0.077177,0.152578,0.230204,0.310009
405,0.02461973416,0.019696,0.004924,4.914088,0.7950786896,-0.736278,-0.693953,-0.649314,-0.602330,-0.552975,-0.501228,-0.447077,-0.390515,-0.331541,-0.270162,-0.206387,-0.140235,-0.071725,-0.000885,0.072253,0.147654,0.225280,0.305085
406,0.02462734778,0.019702,0.004925,4.933790,0.7958791634,-0.741204,-0.698878,-0.654240,-0.607256,-0.557900,-0.506153,-0.452002,-0.395440,-0.336467,-0.275087,-0.211313,-0.145160,-0.076650,-0.005811,0.067327,0.142729,0.220354,0.300160
407,0.02463482723,0.019708,0.004927,4.953498,0.7966765104,-0.746131,-0.703805,-0.659167,-0.612183,-0.562827,-0.511080,-0.456929,-0.400367,-0.341394,-0.280014,-0.216240,-0.150087,-0.081577,-0.010738,0.062400,0.137802,0.215427,0.295233
408,0.02464217445,0.019714,0.004928,4.973212,0.7974707428,-0.751059,-0.708734,-0.664095,-0.617111,-0.567756,-0.516009,-0.461858,-0.405296,-0.346322,-0.284943,-0.221168,-0.155015,-0.086506,-0.015666,0.057472,0.132873,0.210499,0.290304
409,0.02464939137,0.019720,0.004930,4.992931,0.7982618727,-0.755989,-0.713664,-0.669025,-0.622041,-0.572686,-0.520939,-0.466788,-0.410226,-0.351252,-0.289873,-0.226098,-0.159945,-0.091436,-0.020596,0.052542,0.127944,0.205569,0.285375
410,0.02465647991,0.019725,0.004931,5.012656,0.7990499123,-0.760921,-0.718595,-0.673956,-0.626973,-0.577617,-0.525870,-0.471719,-0.415157,-0.356183,-0.294804,-0.231029,-0.164877,-0.096367,-0.025528,0.047611,0.123012,0.200638,0.280443
411,0.02466344197,0.019731,0.004933,5.032387,0.7998348736,-0.765853,-0.723528,-0.678889,-0.631905,-0.582550,-0.530803,-0.476652,-0.420090,-0.361116,-0.299737,-0.235962,-0.169809,-0.101300,-0.030460,0.042678,0.118080,0.195705,0.275511
412,0.02467027941,0.019736,0.004934,5.052123,0.8006167686,-0.770787,-0.728462,-0.683823,-0.636839,-0.587484,-0.535737,-0.481586,-0.425024,-0.366050,-0.304671,-0.240896,-0.174743,-0.106234,-0.035394,0.037744,0.113146,0.190771,0.270577
413,0.0246769941,0.019742,0.004935,5.071865,0.8013956094,-0.775723,-0.733397,-0.688759,-0.641775,-0.592419,-0.540672,-0.486521,-0.429959,-0.370986,-0.309606,-0.245832,-0.179679,-0.111169,-0.040330,0.032809,0.108210,0.185835,0.265641
414,0.02468358787,0.019747,0.004937,5.091612,0.8021714078,-0.780659,-0.738334,-0.693695,-0.646711,-0.597356,-0.545609,-0.491458,-0.434896,-0.375922,-0.314543,-0.250768,-0.184615,-0.116106,-0.045266,0.027872,0.103273,0.180899,0.260704
415,0.02469006252,0.019752,0.004938,5.111364,0.8029441757,-0.785597,-0.743272,-0.698633,-0.651649,-0.602294,-0.550547,-0.496396,-0.439834,-0.380860,-0.319481,-0.255706,-0.189553,-0.121044,-0.050204,0.022934,0.098335,0.175961,0.255766
